CÓDIGO DEPARTAMENTO,DEPARTAMENTO,PROVINCIA,CÓDIGO MUNICIPIO,MUNICIPIO,CODIGO DANE INSTITUCION EDUCATIVA,NOMBRE INSTITUCION EDUCATIVA,CODIGO DANE SEDE,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,MEDIO DE ENLACE,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,LATITUD,LONGITUD
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000078,ESC SAN VICENTE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.963056,-72.4325
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000051,SEDE CHIPA VIEJO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.151111,-72.481667
15,BOYACÁ,VALDERRAMA,15183,CHITA,215183000337,I.E. JESUS EMILIO JARAMILLO MONSALVE,215183000205,SEDE DE CUCO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.149444,-72.487778
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000299,SEDE DIAVENA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.268611,-72.449722
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000469,SEDE EL REFUGIO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.900434486,-72.33102326
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000124,SEDE LA CHORRERA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.151389,-72.427222
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000507,SEDE LA CORTADERA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.259722,-72.466111
15,BOYACÁ,VALDERRAMA,15183,CHITA,215183000337,I.E. JESUS EMILIO JARAMILLO MONSALVE,215183000264,SEDE LA ESTANCIA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.143879241,-72.48641921
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000248,SEDE QUINDEVA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.186389,-72.472222
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000221,SEDE RECHINIGA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.186389,-72.464167
15,BOYACÁ,VALDERRAMA,15183,CHITA,215183000337,I.E. JESUS EMILIO JARAMILLO MONSALVE,215183000655,SEDE RUBACHA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.188056,-72.489722
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000183,SEDE TOBAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.235916793,-72.48089886
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000032,ESC BUENAVISTA Y ANACOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.022894239,-73.41934233
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000211,ESC CARLOS CASTELLANOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.008661,-73.435324
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000091,ESC PARAMO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.989747157,-73.40609587
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000105,ESC POTRERO GRANDE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.044188,-73.421499
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000199,ESC SAN RAFAEL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.033824,-73.408822
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000172,ESC SANTA BARBARA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.985652,-73.481428
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000130,ESC TUME GRANDE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.999593,-73.482151
15,BOYACÁ,CENTRO,15187,CHIVATÁ,315187000069,I.E. AGROPECUARIO,215187000021,ESC SIATOCA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.557654626,-73.24547789
15,BOYACÁ,ORIENTE,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000230,ESC GUALI,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.885438078,-73.34880045
15,BOYACÁ,ORIENTE,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000299,ESC LA ESMERALDA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.814898957,-73.36222656
15,BOYACÁ,ORIENTE,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000159,ESC LA ESPERANZA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.844118738,-73.35794353
15,BOYACÁ,ORIENTE,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000051,ESC SAN CAYETANO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.88521203,-73.40386118
15,BOYACÁ,MÁRQUEZ,15189,CIÉNEGA,215189000061,I.E. SANTO DOMINGO SAVIO,215189000070,ESC ALBAÑIL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.411111,-73.273333
15,BOYACÁ,MÁRQUEZ,15189,CIÉNEGA,215189000061,I.E. SANTO DOMINGO SAVIO,215189000151,ESC DE TAPIAS ALTO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.391831,-73.295326
15,BOYACÁ,MÁRQUEZ,15189,CIÉNEGA,115189000148,I.E. TECNICA JOSE CAYETANO VASQUEZ,215189000045,ESC GUATARETA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.410278,-73.298333
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000278,I.E. SANTA BARBARA,215204000090,ESC EL ROSAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,CENTRO,15204,CÓMBITA,115204000176,I.E. INTEGRADO,215204000065,ESC SAN ONOFRE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.608193773,-73.3414472
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000294,I.E. SAN FRANCISCO,215204000235,ESC TRES ESQUINAS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.696258,-73.310109
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,115212000011,CONC URB MIXTA,URBANA,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.476944,-74.044722
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000317,ESC BARAZETA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.504722,-74.001111
15,BOYACÁ,OCCIDENTE,15212,COPER,215212000112,I.E. SAN MIGUEL,215212000368,ESC CAFETAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.437778,-73.971944
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000023,ESC CANTINO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.437871013,-74.05493271
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000147,ESC EL PARAMO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.478809639,-74.01977617
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000171,ESC GUAYABAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.416944,-74.016111
15,BOYACÁ,OCCIDENTE,15212,COPER,215212000112,I.E. SAN MIGUEL,215212000091,ESC LA CASCADA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.459722,-74.008333
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000376,ESC LIMONAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.460833,-74.044167
15,BOYACÁ,OCCIDENTE,15212,COPER,215212000112,I.E. SAN MIGUEL,215212000163,ESC PALENQUE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.445278,-74.022222
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000406,ESC PATIO BONITO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.483699432,-74.03498093
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000252,ESC PEDRO GOMEZ,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.416944,-74.016111
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000431,ESC PINARES,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.410275214,-73.99209114
15,BOYACÁ,OCCIDENTE,15212,COPER,215212000112,I.E. SAN MIGUEL,215212000198,ESC SAMAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.449435193,-73.97491144
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000031,ESC SAN ANTONIO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.474444,-74.0175
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000040,ESC SAN ISIDRO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.509504686,-74.01013936
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000139,ESC SAN PABLO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.445556,-74.044167
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000121,ESC SANTA BARBARA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.445556,-74.044167
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000066,ESC SANTA ISABEL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.476944,-74.068056
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000392,ESC SARVAPAJA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.460833,-74.044167
15,BOYACÁ,TUNDAMA,15215,CORRALES,315215000029,I.E. TECNICA JUAN JOSE SAMANIEGO,215215000075,ESC ALFONSO ROSAS CARREÑO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.79115007,-72.86940747
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000050,ESC JAZMINES,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.54394398,-72.79737461
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000033,ESC LAS TAPIAS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.557925,-72.747827
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000122,ESC LIMONCITO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.550602901,-72.79481193
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000025,ESC LOS NARANJOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.537340976,-72.75739966
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000131,ESC LOS SIOTES,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.507765346,-72.73377375
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000068,ESC PUERTO RICO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.485971862,-72.7136792
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000084,ESC SAN JOSE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.514427836,-72.7326792
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000246,ESC SIMON BOLIVAR,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.466399308,-72.72833073
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000092,ESC CAÑAGUATA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,7.025575938,-72.05693668
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000661,ESC CEDEÑO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,7.02625856,-72.1666591
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,215223000076,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,215223000122,ESC INDIGENA SILENCIO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.891707462,-72.00901433
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,215223000076,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,215223000181,ESC LA BLANQUITA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.996389,-72.108056
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000190,ESC LA GAITANA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.996389,-72.108056
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000653,ESC MUNDO NUEVO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,7.021578444,-72.12874881
15,BOYACÁ,SUGAMUXI,15226,CUÍTIVA,115226000056,I.E. SANTO DOMINGO SAVIO,115226000021,SECCION PRIMARIA,URBANA,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.582193276,-72.9659058
15,BOYACÁ,ORIENTE,15022,ALMEIDA,315022000196,I.E. ENRIQUE SUAREZ,215022000108,COL DE EDUC BAS MOLINOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.945457,-73.409407
15,BOYACÁ,ORIENTE,15022,ALMEIDA,315022000196,I.E. ENRIQUE SUAREZ,115022000014,CONC URB MIX ENRIQUE SUAREZ,URBANA,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.999167,-73.357778
15,BOYACÁ,ORIENTE,15022,ALMEIDA,315022000196,I.E. ENRIQUE SUAREZ,215022000086,ESC SAN CARLOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.974508,-73.346996
15,BOYACÁ,ORIENTE,15022,ALMEIDA,315022000196,I.E. ENRIQUE SUAREZ,215022000116,ESC TIBAITA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.002404897,-73.37543616
15,BOYACÁ,ORIENTE,15022,ALMEIDA,315022000196,I.E. ENRIQUE SUAREZ,215022000094,ESC UMBAVITA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.005783731,-73.36541862
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,115244000012,I.E. JOSE SANTOS GUTIERREZ,215244000190,ESC CARRIZALITO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.373611,-72.444722
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,115244000012,I.E. JOSE SANTOS GUTIERREZ,215244000149,ESC EL CARMEN,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.347778,-72.469444
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,115244000012,I.E. JOSE SANTOS GUTIERREZ,215244000394,ESC EL ESCOBAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.357778,-72.470556
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000203,ESC LA ISLETA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.378611,-72.432222
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000416,ESC LA PAJITA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.338175545,-72.42368705
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,115244000012,I.E. JOSE SANTOS GUTIERREZ,215244000238,ESC LOMA ALTA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.388056,-72.469722
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000211,ESC LOMA DE POZO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.398056,-72.440833
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,115244000012,I.E. JOSE SANTOS GUTIERREZ,215244000173,ESC LOS LAURELES,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.431507524,-72.4388109
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000122,ESC PALCHACUAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.364444,-72.424167
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000297,ESC PANTANO CHIQUITO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.391111,-72.394167
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,115244000012,I.E. JOSE SANTOS GUTIERREZ,215244000114,ESC SAN JUAN,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.395,-72.440833
15,BOYACÁ,GUTIÉRREZ,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000432,ESC TOBALITO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.419167,-72.416389
15,BOYACÁ,GUTIÉRREZ,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,115248000041,CONC LUIS ANTONIO BARON,URBANA,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.483588508,-72.49932279
15,BOYACÁ,GUTIÉRREZ,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,215248000135,ESC EL CARMEN,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.495577,-72.477741
15,BOYACÁ,GUTIÉRREZ,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,215248000101,ESC LA LAGUNA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.493471,-72.504864
15,BOYACÁ,GUTIÉRREZ,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,215248000089,ESC PIE DE PEÑA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,GUTIÉRREZ,15248,EL ESPINO,215248000208,I.E. CASCAJAL,215248000054,ESC PIEDRAS DE SAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.529722,-72.473611
15,BOYACÁ,GUTIÉRREZ,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,215248000071,ESC SALINITAS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.508442,-72.513616
15,BOYACÁ,GUTIÉRREZ,15248,EL ESPINO,215248000208,I.E. CASCAJAL,215248000127,ESC SANTA ANA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.523847457,-72.48160723
15,BOYACÁ,GUTIÉRREZ,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,215248000178,SEDE SANTO DOMINGO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.508442,-72.513616
15,BOYACÁ,SUGAMUXI,15272,FIRAVITOBA,115272000010,I.E. TECNICA DE FIRAVITOBA,215272000090,ESC ALCAPARRAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.647186,-73.008424
15,BOYACÁ,SUGAMUXI,15272,FIRAVITOBA,215272000197,I.E. TECNICA AGROPECUARIA SAN ANTONIO,215272000073,ESC BARATOA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.648089303,-73.0422864
15,BOYACÁ,SUGAMUXI,15272,FIRAVITOBA,115272000010,I.E. TECNICA DE FIRAVITOBA,215272000049,ESC CUARTO MOLANOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.683819,-73.019486
15,BOYACÁ,TUNDAMA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000141,ESC BARRANCAS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.878119,-72.948515
15,BOYACÁ,TUNDAMA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000159,ESC EL CARMEN,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,TUNDAMA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000175,ESC LA PUERTA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.817685,-72.907281
15,BOYACÁ,TUNDAMA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000086,ESC POTRERITOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.805717,-72.909637
15,BOYACÁ,TUNDAMA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000167,ESC SAN JOSE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.884806,-72.906921
15,BOYACÁ,TUNDAMA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000124,ESC SAN LUIS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.830798,-72.911378
15,BOYACÁ,TUNDAMA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000051,ESC SAN MARTIN DOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.816099,-72.932465
15,BOYACÁ,TUNDAMA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000132,ESC TOCAVITA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.896836,-72.933172
15,BOYACÁ,RICAURTE,15293,GACHANTIVÁ,215293000111,I.E. GUITOQUE,215293000081,CE JUPAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.750938,-73.51876
15,BOYACÁ,RICAURTE,15293,GACHANTIVÁ,315293000141,I.E. JUAN JOSE NEIRA,215293000031,CE MINAS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.793762341,-73.56656567
15,BOYACÁ,RICAURTE,15293,GACHANTIVÁ,215293000111,I.E. GUITOQUE,215293000103,CE MORTIÑAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,RICAURTE,15293,GACHANTIVÁ,215293000111,I.E. GUITOQUE,215293000162,CE SAAVEDRAS DE MORALES,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.726718648,-73.51600688
15,BOYACÁ,SUGAMUXI,15296,GAMEZA,115296000011,I.E. JUAN JOSE REYES PATRIA,215296000147,ESC MOTUA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.799436,-72.786546
15,BOYACÁ,SUGAMUXI,15296,GAMEZA,215296000058,I.E. SAZA,215296000091,ESC NIMISIA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.785010703,-72.77123174
15,BOYACÁ,SUGAMUXI,15296,GAMEZA,115296000011,I.E. JUAN JOSE REYES PATRIA,215296000082,ESC POTOSI,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.813081553,-72.82294957
15,BOYACÁ,SUGAMUXI,15296,GAMEZA,115296000011,I.E. JUAN JOSE REYES PATRIA,215296000104,ESC SATOBA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.795697,-72.763347
15,BOYACÁ,SUGAMUXI,15296,GAMEZA,115296000011,I.E. JUAN JOSE REYES PATRIA,215296000139,ESC VILLA GIRON,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.795216,-72.808904
15,BOYACÁ,NEIRA,15299,GARAGOA,115299000011,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000245,ESC ARADA CHIQUITA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.028611,-73.362778
15,BOYACÁ,NEIRA,15299,GARAGOA,115299000011,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000229,ESC BANCOS DE PARAMO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.041667,-73.324444
15,BOYACÁ,NEIRA,15299,GARAGOA,115299000011,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000253,ESC BOJACA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.037222,-73.345556
