CÓDIGO DEPARTAMENTO,DEPARTAMENTO,PROVINCIA,CÓDIGO MUNICIPIO,MUNICIPIO,CODIGO DANE INSTITUCION EDUCATIVA,NOMBRE INSTITUCION EDUCATIVA,CODIGO DANE SEDE,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,MEDIO DE ENLACE,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,LATITUD,LONGITUD
15,BOYACÁ,CENTRO,15764,SORACÁ,115764000082,I.E. SIMON BOLIVAR,215764000141,ESC QUEBRADA GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.502721405,-73.33630233
15,BOYACÁ,CENTRO,15764,SORACÁ,115764000082,I.E. SIMON BOLIVAR,215764000133,ESC RURAL ALTO NEGRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.504808906,-73.29920142
15,BOYACÁ,CENTRO,15764,SORACÁ,115764000082,I.E. SIMON BOLIVAR,215764000036,ESC RURAL QUEBRADA VIEJA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.487778,-73.302778
15,BOYACÁ,CENTRO,15764,SORACÁ,115764000082,I.E. SIMON BOLIVAR,215764000044,ESC RURAL ROMINGUIRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.531352745,-73.3060733
15,BOYACÁ,CENTRO,15764,SORACÁ,115764000082,I.E. SIMON BOLIVAR,215764000117,ESUELA RURAL CHAINE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.518137219,-73.29494218
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,115763000291,I.E. TECNICA PABLO VI,215763000113,CENT EDUC AVENDAÑOS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.828856584,-73.29421539
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,115763000291,I.E. TECNICA PABLO VI,215763000172,CENT EDUC CORTADERA GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.726122,-73.295287
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,115763000291,I.E. TECNICA PABLO VI,215763000288,CENT EDUC LLANO GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.764722,-73.247222
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,115763000291,I.E. TECNICA PABLO VI,215763000202,CENT EDUC MORAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.725568,-73.261398
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,115763000291,I.E. TECNICA PABLO VI,215763000156,CENT EDUC SALITRE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.764722,-73.231111
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,115763000291,I.E. TECNICA PABLO VI,215763000148,CENT EDUC CATOBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.7214,-73.277509
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,115763000291,I.E. TECNICA PABLO VI,215763000334,CENT EDUC CORTADERA CHIQUITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.73403308,-73.29337068
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,215763000075,I.E. ADOLFO MARIA JIMENEZ,215763000130,CENT EDUC BOSIGAS CENTRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.723623,-73.240286
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,215763000075,I.E. ADOLFO MARIA JIMENEZ,215763000067,CENT EDUC JOSE JOAQUIN CASTRO MARTINEZ,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.740178,-73.22262
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,215763000075,I.E. ADOLFO MARIA JIMENEZ,215763000164,CENT EDUC OCUSA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.766300554,-73.20826926
15,BOYACÁ,CENTRO,15763,SOTAQUIRÁ,215763000075,I.E. ADOLFO MARIA JIMENEZ,215763000318,ESC JAIME RIAÑO CANO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.750278,-73.184167
15,BOYACÁ,NORTE,15774,SUSACÓN,115774000021,I.E. NUESTRA SEÑORA DEL CARMEN,215774000158,CENT ED RUR SIAPORA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.192640832,-72.63547138
15,BOYACÁ,NORTE,15774,SUSACÓN,115774000021,I.E. NUESTRA SEÑORA DEL CARMEN,215774000093,CENT EDUCATIVO DESAGUADERO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.194582473,-72.80883891
15,BOYACÁ,RICAURTE,15776,SUTAMARCHÁN,215776000091,I.E. PEDREGAL ALTO,215776000376,ESC EL CEDRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.64826244,-73.64996865
15,BOYACÁ,RICAURTE,15776,SUTAMARCHÁN,215776000091,I.E. PEDREGAL ALTO,215776000384,ESC LA ESPERANZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.65189504,-73.62357914
15,BOYACÁ,RICAURTE,15776,SUTAMARCHÁN,315776000133,I.E. HECTOR JULIO GOMEZ,215776000058,ESC ROA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,,
15,BOYACÁ,ORIENTE,15778,SUTATENZA,315778000181,I.E. TECNICA SAN BARTOLOME,215778000063,CENT EDUC GAQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.008992399,-73.45121245
15,BOYACÁ,ORIENTE,15778,SUTATENZA,215778000047,I.E. LOS NARANJOS,215778000039,CENT EDUC GUAMO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.037940921,-73.40043285
15,BOYACÁ,ORIENTE,15778,SUTATENZA,215778000047,I.E. LOS NARANJOS,215778000152,ESC SIGUIQUE ARBOL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.008564096,-73.40038716
15,BOYACÁ,ORIENTE,15778,SUTATENZA,315778000181,I.E. TECNICA SAN BARTOLOME,215778000110,CENT EDUC PIEDRALARGA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.019973611,-73.431718
15,BOYACÁ,VALDERRAMA,15790,TASCO,215790000222,I.E. JUAN JOSE RONDON,215790000109,COL EDUC BAS SANTA LUCIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.931685,-72.764732
15,BOYACÁ,VALDERRAMA,15790,TASCO,215790000222,I.E. JUAN JOSE RONDON,215790000133,ESC CALLE ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.906671551,-72.75461123
15,BOYACÁ,VALDERRAMA,15790,TASCO,115790000031,I.E. JORGE GUILLERMO MOJICA MARQUEZ,215790000265,ESC CHAMIZAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.870751208,-72.75272669
15,BOYACÁ,VALDERRAMA,15790,TASCO,115790000031,I.E. JORGE GUILLERMO MOJICA MARQUEZ,215790000176,ESC SAN ANTONIO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.861899613,-72.79995424
15,BOYACÁ,VALDERRAMA,15790,TASCO,215790000222,I.E. JUAN JOSE RONDON,215790000222,I.E. JUAN JOSE RONDON - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.944933284,-72.77271417
15,BOYACÁ,VALDERRAMA,15790,TASCO,215790000222,I.E. JUAN JOSE RONDON,215790000206,LA CHAPA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.977429583,-72.74302801
15,BOYACÁ,VALDERRAMA,15790,TASCO,215790000222,I.E. JUAN JOSE RONDON,215790000184,NARIÑO UNO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.961725141,-72.76146883
15,BOYACÁ,ORIENTE,15798,TENZA,115798000014,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,215798000116,ESC RURAL DE BARZAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.107920219,-73.41092368
15,BOYACÁ,ORIENTE,15798,TENZA,115798000014,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,215798000051,ESC RURAL DE CORA CHIQUITO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,,
15,BOYACÁ,ORIENTE,15798,TENZA,115798000014,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,215798000230,ESC RURAL DE RESGUARDO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.05826025,-73.42448442
15,BOYACÁ,ORIENTE,15798,TENZA,115798000014,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,215798000191,ESC RURAL HUMBERTO AVILA MORA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.057785,-73.425002
15,BOYACÁ,MÁRQUEZ,15804,TIBANÁ,215804000395,I.E. ANDRES ROMERO AREVALO,215804000077,ESC EL CARMEN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.271842,-73.437587
15,BOYACÁ,MÁRQUEZ,15804,TIBANÁ,215804000204,I.E. SUPANECA,215804000123,ESC PIEDRAS DE CANDELA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.321634101,-73.42653528
15,BOYACÁ,MÁRQUEZ,15804,TIBANÁ,115804000021,I.E. GUSTAVO ROMERO HERNANDEZ,215804000328,ESC QUICHATOQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.276397,-73.396392
15,BOYACÁ,MÁRQUEZ,15804,TIBANÁ,115804000021,I.E. GUSTAVO ROMERO HERNANDEZ,215804000107,ESC RUCHE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.316026,-73.370889
15,BOYACÁ,MÁRQUEZ,15804,TIBANÁ,115804000021,I.E. GUSTAVO ROMERO HERNANDEZ,215804000093,ESC SUTA ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.321667,-73.352778
15,BOYACÁ,MÁRQUEZ,15804,TIBANÁ,115804000021,I.E. GUSTAVO ROMERO HERNANDEZ,215804000255,ESC ZANJA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.323897,-73.429727
15,BOYACÁ,MÁRQUEZ,15804,TIBANÁ,215804000395,I.E. ANDRES ROMERO AREVALO,215804000395,I.E. ANDRES ROMERO AREVALO - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.336999471,-73.4189448
15,BOYACÁ,MÁRQUEZ,15804,TIBANÁ,215804000204,I.E. SUPANECA,115804000412,SEDE NUEVO MILENIO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.310278,-73.333056
15,BOYACÁ,SUGAMUXI,15806,TIBASOSA,215806000236,I.E. TECNICO INDUSTRIAL,215806000198,CED CHORRITO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.798290242,-73.01351201
15,BOYACÁ,SUGAMUXI,15806,TIBASOSA,315806000214,I.E. JORGE CLEMENTE PALACIOS,215806000112,CED EL HATO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.699973,-73.045249
15,BOYACÁ,SUGAMUXI,15806,TIBASOSA,315806000214,I.E. JORGE CLEMENTE PALACIOS,215806000201,CED ESTERILLAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.732081641,-73.03298094
15,BOYACÁ,SUGAMUXI,15806,TIBASOSA,315806000214,I.E. JORGE CLEMENTE PALACIOS,215806000261,CED LA BOYERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.765358502,-72.99788341
15,BOYACÁ,SUGAMUXI,15806,TIBASOSA,315806000214,I.E. JORGE CLEMENTE PALACIOS,215806000104,CED LA CARRERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.717525288,-72.95439488
15,BOYACÁ,SUGAMUXI,15806,TIBASOSA,215806000236,I.E. TECNICO INDUSTRIAL,215806000163,CED LAS VUELTAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.77468934,-73.00735303
15,BOYACÁ,SUGAMUXI,15806,TIBASOSA,215806000236,I.E. TECNICO INDUSTRIAL,215806000147,CED PUENTE DE LA BALSA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.75211991,-73.05352596
15,BOYACÁ,SUGAMUXI,15806,TIBASOSA,215806000236,I.E. TECNICO INDUSTRIAL,215806000066,ESC LA ESTACIÓN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.774237,-72.97987
15,BOYACÁ,SUGAMUXI,15806,TIBASOSA,215806000139,I.E. ROBERTO FRANCO IZASA,215806000139,I.E. ROBERTO FRANCO IZASA - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.731451084,-72.96449807
15,BOYACÁ,SUGAMUXI,15806,TIBASOSA,215806000236,I.E. TECNICO INDUSTRIAL,215806000236,I.E. TECNICO INDUSTRIAL - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,5.25,21,12/01/2032 12:00:00 AM,5.79987923,-72.99915991
15,BOYACÁ,RICAURTE,15808,TINJACÁ,115808000026,I.E. MARIANO OSPINA PEREZ,215808000161,ESC FUNZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.57486357,-73.66249592
15,BOYACÁ,RICAURTE,15808,TINJACÁ,115808000026,I.E. MARIANO OSPINA PEREZ,215808000071,ESC PEÑAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.55818571,-73.6742224
15,BOYACÁ,RICAURTE,15808,TINJACÁ,115808000026,I.E. MARIANO OSPINA PEREZ,215808000055,ESC SANTA BARBARA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.985730454,-73.483704968
15,BOYACÁ,NORTE,15810,TIPACOQUE,115810000220,I.E. LUCAS CABALLERO CALDERON,215810000038,ESC RURAL EL PALMAR,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,6.421935894,-72.70183431
15,BOYACÁ,NORTE,15810,TIPACOQUE,115810000220,I.E. LUCAS CABALLERO CALDERON,215810000020,ESC RURAL FRANCISCO DE PAULA SANTANDER,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.433887926,-72.69167848
15,BOYACÁ,NORTE,15810,TIPACOQUE,115810000220,I.E. LUCAS CABALLERO CALDERON,215810000119,ESC RURAL LA CARRERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.46316579,-72.68486194
15,BOYACÁ,NORTE,15810,TIPACOQUE,115810000220,I.E. LUCAS CABALLERO CALDERON,215810000259,ESC RURAL OVACHIA ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.415308,-72.686408
15,BOYACÁ,NORTE,15810,TIPACOQUE,115810000220,I.E. LUCAS CABALLERO CALDERON,215810000208,ESC RURAL SIMON BOLIVAR,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.433086,-72.688996
15,BOYACÁ,CENTRO,15814,TOCA,115814000011,I.E. TECNICA PLINIO MENDOZA NEIRA,215814000296,ESC CENTRO ARRIBA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.559402,-73.166317
15,BOYACÁ,CENTRO,15814,TOCA,115814000011,I.E. TECNICA PLINIO MENDOZA NEIRA,215814000130,ESC CUNUCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.601368,-73.153207
15,BOYACÁ,CENTRO,15814,TOCA,215814000253,I.E. TECNICA RAFAEL URIBE,215814000113,ESC LEONERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.630272,-73.181515
15,BOYACÁ,CENTRO,15814,TOCA,115814000011,I.E. TECNICA PLINIO MENDOZA NEIRA,215814000105,ESC PASO GRANDE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.575623,-73.14828
15,BOYACÁ,CENTRO,15814,TOCA,115814000011,I.E. TECNICA PLINIO MENDOZA NEIRA,215814000121,ESC SAN ANTONIO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.605568,-73.177229
15,BOYACÁ,CENTRO,15814,TOCA,215814000253,I.E. TECNICA RAFAEL URIBE,215814000300,SEDE EL PINO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.571389,-73.194722
15,BOYACÁ,CENTRO,15814,TOCA,215814000253,I.E. TECNICA RAFAEL URIBE,215814000261,SEDE SAN RAFAEL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.571389,-73.194444
15,BOYACÁ,RICAURTE,15816,TOGÜÍ,315816000191,I.E. HAYDEE CAMACHO SAAVEDRA,215816000129,ESC CARARE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.912426,-73.490929
15,BOYACÁ,RICAURTE,15816,TOGÜÍ,315816000191,I.E. HAYDEE CAMACHO SAAVEDRA,215816000111,ESC EL MIRTO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.95820295,-73.48810302
15,BOYACÁ,RICAURTE,15816,TOGÜÍ,315816000191,I.E. HAYDEE CAMACHO SAAVEDRA,215816000048,ESC EL TABLON,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.921926,-73.528595
15,BOYACÁ,RICAURTE,15816,TOGÜÍ,315816000191,I.E. HAYDEE CAMACHO SAAVEDRA,215816000102,ESC FUNCIAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.966739266,-73.51076739
15,BOYACÁ,RICAURTE,15816,TOGÜÍ,315816000191,I.E. HAYDEE CAMACHO SAAVEDRA,215816000099,ESC GACHANZUCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.923342,-73.519845
15,BOYACÁ,RICAURTE,15816,TOGÜÍ,315816000191,I.E. HAYDEE CAMACHO SAAVEDRA,215816000200,ESC JOSE MARIANO SANCHEZ,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.925286,-73.491373
15,BOYACÁ,RICAURTE,15816,TOGÜÍ,315816000191,I.E. HAYDEE CAMACHO SAAVEDRA,215816000072,ESC SANTA MARIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.965609022,-73.46793709
15,BOYACÁ,SUGAMUXI,15820,TÓPAGA,115820000023,I.E. TECNICA CARLOS JULIO UMAÑA TORRES,215820000109,CENT EDUC ATRAVIEZAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.773919,-72.814963
